#band_griz    PC    phase   mags
2	2	22.037037037037038    0.010227272727272751
2	2	26.94444444444443    -0.07840909090909087
2	2	30.925925925925924    -0.1261363636363635
2	2	35    -0.12409090909090903
		
2	3	-10    0.06000000000000005
2	3	-6.018518518518519    0.038863636363636545
2	3	0    0.0006818181818182278
2	3	7.037037037037038    0.014318181818181897
2	3	12.037037037037024    0.0020454545454544615
2	3	17.037037037037038    -0.014999999999999902
2	3	22.037037037037038    0.004772727272727373
2	3	30    0.049090909090909296
2	3	35    0.06272727272727274


3	0	-10    0.01477272727272716
3	0	-1.0185185185185333    -0.017045454545454808
3	0	8.981481481481467    -2.220446049250313e-16
3	0	18.888888888888886    -0.03750000000000009
3	0	25.925925925925924    -0.019318181818182012
3	0	35    0.026136363636363624
		
3	1	-10    0.1068181818181817
3	1	-3.9814814814814667    0.04772727272727262
3	1	-0.09259259259258101    0.03749999999999987
3	1	5.925925925925924    0.08181818181818179
3	1	11.944444444444457    0.1261363636363635
3	1	19.90740740740742    0.1068181818181817
3	1	25.925925925925924    0.12272727272727257
3	1	34.90740740740742    0.1693181818181817
		
3	2	-10    0.08295454545454528
3	2	-3.0555555555555713    0.07272727272727253
3	2	3.981481481481495    0.046590909090908905
3	2	7.962962962962962    0.03749999999999987
3	2	11.944444444444457    0.08522727272727249
3	2	16.94444444444443    0.18749999999999978
3	2	20    0.19999999999999996
3	2	26.944444444444457    0.027272727272727115
3	2	31.94444444444443    -0.09204545454545499
3	2	34.90740740740742    -0.09886363636363682
		
3	3	-10.092592592592595   -0.006818181818181834
3	3	-2.9629629629629903   -0.034090909090909394
3	3	3.981481481481495   -0.026136363636363846
3	3	8.981481481481467   -0.02840909090909105
3	3	15   -0.06931818181818206
3	3	19.90740740740742   -0.07840909090909087
3	3	26.018518518518505   -0.026136363636363846
3	3	32.96296296296296   0.03409090909090895
3	3	35   0.03749999999999987


